0.0,-1.0
0.01,-0.98
0.02,-0.96
0.03,-0.94
0.04,-0.92
0.05,-0.9
0.06,-0.88
0.07,-0.86
0.08,-0.84
0.09,-0.8200000000000001
0.1,-0.8
0.11,-0.78
0.12,-0.76
0.13,-0.74
0.14,-0.72
0.15,-0.7
0.16,-0.6799999999999999
0.17,-0.6599999999999999
0.18,-0.64
0.19,-0.62
0.2,-0.6
0.21,-0.5800000000000001
0.22,-0.56
0.23,-0.54
0.24,-0.52
0.25,-0.5
0.26,-0.48
0.27,-0.45999999999999996
0.28,-0.43999999999999995
0.29,-0.42000000000000004
0.3,-0.4
0.31,-0.38
0.32,-0.36
0.33,-0.33999999999999997
0.34,-0.31999999999999995
0.35000000000000003,-0.29999999999999993
0.36,-0.28
0.37,-0.26
0.38,-0.24
0.39,-0.21999999999999997
0.4,-0.19999999999999996
0.41000000000000003,-0.17999999999999994
0.42,-0.16000000000000003
0.43,-0.14
0.44,-0.12
0.45,-0.09999999999999998
0.46,-0.07999999999999996
0.47000000000000003,-0.05999999999999994
0.48,-0.040000000000000036
0.49,-0.020000000000000018
0.5,0.0
0.51,0.020000000000000018
0.52,0.040000000000000036
0.53,0.06000000000000005
0.54,0.08000000000000007
0.55,0.10000000000000009
0.56,0.1200000000000001
0.5700000000000001,0.14000000000000012
0.58,0.15999999999999992
0.59,0.17999999999999994
0.6,0.19999999999999996
0.61,0.21999999999999997
0.62,0.24
0.63,0.26
0.64,0.28
0.65,0.30000000000000004
0.66,0.32000000000000006
0.67,0.3400000000000001
0.68,0.3600000000000001
0.6900000000000001,0.3800000000000001
0.7000000000000001,0.40000000000000013
0.71,0.41999999999999993
0.72,0.43999999999999995
0.73,0.45999999999999996
0.74,0.48
0.75,0.5
0.76,0.52
0.77,0.54
0.78,0.56
0.79,0.5800000000000001
0.8,0.6000000000000001
0.81,0.6200000000000001
0.8200000000000001,0.6400000000000001
0.8300000000000001,0.6600000000000001
0.84,0.6799999999999999
0.85,0.7
0.86,0.72
0.87,0.74
0.88,0.76
0.89,0.78
0.9,0.8
0.91,0.8200000000000001
0.92,0.8400000000000001
0.93,0.8600000000000001
0.9400000000000001,0.8800000000000001
0.9500000000000001,0.9000000000000001
0.96,0.9199999999999999
0.97,0.94
0.98,0.96
0.99,0.98
